source	original_sha256	original_bytes	committed_path	redacted_sha256	redacted_bytes
ogz-meta/cognition-history/mercury-runs/2026-09-02.jsonl:3	4790a24eb4903d3846115e8a9d43080d59d3e24d203a6b2b115c74c437781a78	320370	tapes/ledger/line-3.jsonl	4790a24eb4903d3846115e8a9d43080d59d3e24d203a6b2b115c74c437781a78	320370
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-27-39-457z-1798113-7e3417f6bd37/fable_challenger-1.raw	004c5bb38f385e7cb1a1377626b51fd7ad8e8790fea091afe074e3d3ab63741c	42337	tapes/run-3/fable_challenger-1.raw	eaac11b5bbeaf8980d3a3fd75749917f4bf6f31faa55b8dcdcd4391eeb04e629	25286
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-27-39-457z-1798113-7e3417f6bd37/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157	tapes/run-3/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-27-39-457z-1798113-7e3417f6bd37/kimi_tie_breaker-1.raw	16ae80a4fe58d6ba18ddc2fd4d6e7bff9817efc06724bccaf2af5efaa466afde	8438	tapes/run-3/kimi_tie_breaker-1.raw	a02262e2b54b68a1368d06185074b1f0dd1514eba86303299d8724a632c03874	8415
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-27-39-457z-1798113-7e3417f6bd37/mercury-1.raw	ec0392efb197b1d7fb4e020bed04c99c8a456577511836a834b0038f289f822d	102	tapes/run-3/mercury-1.raw	ec0392efb197b1d7fb4e020bed04c99c8a456577511836a834b0038f289f822d	102
ogz-meta/cognition-history/mercury-runs/2026-09-02.jsonl:4	0c7f202eb5e51e7f0ed09acf18803fbc863eaa51d222e20e88660aa4f2019990	576542	tapes/ledger/line-4.jsonl	0c7f202eb5e51e7f0ed09acf18803fbc863eaa51d222e20e88660aa4f2019990	576542
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-32-19-980z-1798701-935e8dc4cf39/fable_challenger-1.raw	6c074a27253c0c5ed36c6216f6eaee682cda07e7e66f3f044119a2636cc6d362	42688	tapes/run-4/fable_challenger-1.raw	89e19eaefbf75c1f4ec6c332b4a58ec8ed86142444d1a1866115c7a5abbf95a2	24541
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-32-19-980z-1798701-935e8dc4cf39/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157	tapes/run-4/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-32-19-980z-1798701-935e8dc4cf39/kimi_tie_breaker-1.raw	906a31c12a20c728dba3c0dbf575512886df2ca16e5943e48de161cd781281d6	8105	tapes/run-4/kimi_tie_breaker-1.raw	936f7c67d280d0f6902fe0b1d5e68fc3d2d632d8b2413fe4bf47fa73b34d4c62	8082
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-32-19-980z-1798701-935e8dc4cf39/mercury-1.raw	ec0392efb197b1d7fb4e020bed04c99c8a456577511836a834b0038f289f822d	102	tapes/run-4/mercury-1.raw	ec0392efb197b1d7fb4e020bed04c99c8a456577511836a834b0038f289f822d	102
ogz-meta/cognition-history/mercury-runs/2026-09-02.jsonl:5	deee6c99395f70fda3ed366585ac9b5f3737088444864a9692f7c3ee58f75411	526774	tapes/ledger/line-5.jsonl	deee6c99395f70fda3ed366585ac9b5f3737088444864a9692f7c3ee58f75411	526774
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-47-14-535z-1800320-62a63efb9d45/fable_challenger-1.raw	9f7c5a2c4e6dd2f85a7a856dd577ad64efbff2210f9e7096094d7f975ac438c9	30643	tapes/run-5/fable_challenger-1.raw	795146e9cc07914822f9ceda2a13b77b7bb085adb736977327ec35af9a6f8b73	22528
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-47-14-535z-1800320-62a63efb9d45/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157	tapes/run-5/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-47-14-535z-1800320-62a63efb9d45/kimi_tie_breaker-1.raw	2662d13a50fe55b7b88b4b11d7486b571886376589185aa2d2bd4b0db93f5d05	7954	tapes/run-5/kimi_tie_breaker-1.raw	6f856d8fec7ef3426c795e429fd145b5d3dcab938a9ee518323366fdec7b055e	7931
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-47-14-535z-1800320-62a63efb9d45/mercury-1.raw	ec0392efb197b1d7fb4e020bed04c99c8a456577511836a834b0038f289f822d	102	tapes/run-5/mercury-1.raw	ec0392efb197b1d7fb4e020bed04c99c8a456577511836a834b0038f289f822d	102
ogz-meta/cognition-history/mercury-runs/2026-09-02.jsonl:6	d641e6cbaa59157cc402b4c72912dd67775ae52de3d6b89a622958fc02cf2627	296754	tapes/ledger/line-6.jsonl	d641e6cbaa59157cc402b4c72912dd67775ae52de3d6b89a622958fc02cf2627	296754
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-52-06-175z-1800912-7eeeab085e0c/fable_challenger-1.raw	80ef9ee9f3ccfce3ef717587ae56fe2fd6cc6ee5139932a558ac18cbc5ba12b8	21158	tapes/run-6/fable_challenger-1.raw	5081db3dd9cd69e6b63a4d37e4772c444b4841013de659d365e2a083827f8ec7	18113
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-52-06-175z-1800912-7eeeab085e0c/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157	tapes/run-6/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-52-06-175z-1800912-7eeeab085e0c/kimi_tie_breaker-1.raw	20d588ecbe8d1879e08b09d675ce800ebaf1b3030d324dbb4db9de461c99b162	6278	tapes/run-6/kimi_tie_breaker-1.raw	119ea68855276ee291490748a387a6fd2f9d984999a6608c90a76de424d676a4	6255
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-52-06-175z-1800912-7eeeab085e0c/mercury-1.raw	ec0392efb197b1d7fb4e020bed04c99c8a456577511836a834b0038f289f822d	102	tapes/run-6/mercury-1.raw	ec0392efb197b1d7fb4e020bed04c99c8a456577511836a834b0038f289f822d	102
ogz-meta/cognition-history/mercury-runs/2026-09-02.jsonl:7	5e95fffb73646f58e0fe3f8b51a543973dad183a9d4134104ab486fc91c0d09c	705161	tapes/ledger/line-7.jsonl	5e95fffb73646f58e0fe3f8b51a543973dad183a9d4134104ab486fc91c0d09c	705161
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-58-14-732z-1801652-2e02449d46ad/fable_challenger-1.raw	8e7caa4e5301f4ffc866f90792a664981f5f734377a8f1bfbb789f890541c0ad	48597	tapes/run-7/fable_challenger-1.raw	45d42c3db154cae9ad1091fa4d9bab27d77d0be432b0fbd3eb054dfffe4e6bb1	26900
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-58-14-732z-1801652-2e02449d46ad/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157	tapes/run-7/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-58-14-732z-1801652-2e02449d46ad/kimi_tie_breaker-1.raw	f333055e85c9db69ef07f460ad20a1502417e7a10d335fa4c7ca46a7fabd687b	8053	tapes/run-7/kimi_tie_breaker-1.raw	cedf965472d01ecd66d4ab5360aa9fbef6dc4c7eddc9c0693897275375ddc319	8030
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t00-58-14-732z-1801652-2e02449d46ad/mercury-1.raw	ec0392efb197b1d7fb4e020bed04c99c8a456577511836a834b0038f289f822d	102	tapes/run-7/mercury-1.raw	ec0392efb197b1d7fb4e020bed04c99c8a456577511836a834b0038f289f822d	102
ogz-meta/cognition-history/mercury-runs/2026-09-02.jsonl:8	44f3cd7af85878e5f0d67379a98e8511fb4ed67f5095a75b83148e67220168ae	1386166	tapes/ledger/line-8.jsonl	44f3cd7af85878e5f0d67379a98e8511fb4ed67f5095a75b83148e67220168ae	1386166
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t01-05-26-084z-1802454-17051b86b492/fable_challenger-1.raw	33b8e97095869f8b23b25a4432407e7ff64d92db263ef420b9966d4581317754	46036	tapes/run-8/fable_challenger-1.raw	b9548fe01a4b616f890f6afffb6465c3411f487bf8aa88a944a42cdad9887d5e	25051
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t01-05-26-084z-1802454-17051b86b492/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157	tapes/run-8/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t01-05-26-084z-1802454-17051b86b492/kimi_tie_breaker-1.raw	24fbd2068fcdf3dfa15114f9260e68f2ac990bd562b8c80c525ed9e8e25838c3	7757	tapes/run-8/kimi_tie_breaker-1.raw	02b4f79f858de969710ebd3cd6836b7d73926509977f64a802ceee5e02aec070	7734
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t01-05-26-084z-1802454-17051b86b492/mercury-1.raw	ec0392efb197b1d7fb4e020bed04c99c8a456577511836a834b0038f289f822d	102	tapes/run-8/mercury-1.raw	ec0392efb197b1d7fb4e020bed04c99c8a456577511836a834b0038f289f822d	102
ogz-meta/cognition-history/mercury-runs/2026-09-02.jsonl:9	02f72a3e4560f0bd9200f41f28a788f2c8da16e543f5fd5e6d65eb9689ac95d9	80028	tapes/ledger/line-9.jsonl	02f72a3e4560f0bd9200f41f28a788f2c8da16e543f5fd5e6d65eb9689ac95d9	80028
ogz-meta/cognition-history/mercury-runs/2026-09-02.jsonl:10	8d39fd3a5657be47927d76424c85d055e0711d9d573e38de13fbb74baba53226	949843	tapes/ledger/line-10.jsonl	8d39fd3a5657be47927d76424c85d055e0711d9d573e38de13fbb74baba53226	949843
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t02-33-24-964z-1810699-2c482f7ba8f9/fable_challenger-1.raw	de27ddb0bf66a1e7806ef7f51636450af2b70885a177cb3e888fbfcf8f50cd7d	45584	tapes/run-10/fable_challenger-1.raw	41f414d42c8e9dbd43207162245773d9ddc651f6b0d2ca1b65943f5f6c226991	25137
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t02-33-24-964z-1810699-2c482f7ba8f9/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157	tapes/run-10/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157
ogz-meta/cognition-history/mercury-runs/raw/2026-09-02/2026-09-02t02-33-24-964z-1810699-2c482f7ba8f9/kimi_tie_breaker-1.raw	ccd1fd1dc2e552221e37944551994452eeb103d4ebcdf3c0a2b5e12a266ec53d	7475	tapes/run-10/kimi_tie_breaker-1.raw	fda66f5b40573d74cf674223cdd64a6c71f11a843674f8426594e1c8c0b24951	7452
trusted-host:tapes/host/ast-update-last-price.txt	d7f76b6d67766830dcbb44ab5d797ba07e321a766224d38b92f53f89e960b0c8	1502	tapes/host/ast-update-last-price.txt	d7f76b6d67766830dcbb44ab5d797ba07e321a766224d38b92f53f89e960b0c8	1502
