kind	source	original_sha256	committed_path	redacted_sha256	changed_by_redaction
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-21-01-200z-1641022-94ebdcbc57ae/mercury-5.raw	ac9a637fee9802d9eb364a8fe569b08ad2d03afa270cf359c604ec40597b66c1	tapes/before/mercury-5.raw	38828492005eae6187abbc98a136134aab0127d56ee550750c4e556bc7617f8c	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-21-01-200z-1641022-94ebdcbc57ae/mercury-6.raw	afe73d6a0b77ac061f0b23be160d33753a100cd26a0439475d51cf98fb6d8b33	tapes/before/mercury-6.raw	4e21e3534d824e40db71e8e2f3327f1818041326c5370022cafb580f16ab4335	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-21-01-200z-1641022-94ebdcbc57ae/mercury-7.raw	54423a26edbc914dc0de4b4f2936e8d0c78ca86611ef5839bff336f21423911a	tapes/before/mercury-7.raw	cf81660882d3db3dade13be461fa18bb027750084462cb07d79078c2fe9c7162	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-21-01-200z-1641022-94ebdcbc57ae/mercury-8.raw	8425a0b925430d15ec409ed777fe5b03e15d1968d043b94e5b76da32a71ad462	tapes/before/mercury-8.raw	f20cbb08b157223a53f88795a8ccb47dbc247620dae2ebee5855f65e1ff40972	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-21-01-200z-1641022-94ebdcbc57ae/mercury-9.raw	1db4a65ade79c2f2a9155094748d1f38ad0328a96811dc198973a003b9cbf8a2	tapes/before/mercury-9.raw	92295aee041473bc52d01a36ff7a256f517352e687a1298f5be3205596391858	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-21-01-200z-1641022-94ebdcbc57ae/mercury_recheck_1-1.raw	a9248149795830dae9ae9a746b69819a111fdc7a44c328c8beeb9196fb51e945	tapes/before/mercury_recheck_1-1.raw	e77d40e9503bb99e15b2062f170b5ab9d70d6c67e87fbfc8e419cca5392b1666	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-21-01-200z-1641022-94ebdcbc57ae/mercury_recheck_1-2.raw	8ac0a3d84fd0408447f42359d64213f8c5c9ffc0bb0034145a26a1631bd9316b	tapes/before/mercury_recheck_1-2.raw	937025e33c3f18f45570fc6e10bd66bfa902ffce4c63513346f32b803bb241bb	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-21-01-200z-1641022-94ebdcbc57ae/mercury_recheck_1-3.raw	1d7c387a68ef9d6be8838d2ea8023d3321c46552dace84e1ce71c1d70e73352f	tapes/before/mercury_recheck_1-3.raw	3a132135f80aa2b8079736a308963a82976f5aa901fcf888ccb22b1652487ce9	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/fable_challenger-1.raw	e38eaed3c121d4c40459e48459639c99a8f3d4320fcba55457994759d95a5cf3	tapes/after/fable_challenger-1.raw	53810821834364dd5894c327cdcc6a073749b4d23e3d769c28944eda1ae11cca	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	tapes/after/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	no
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/kimi_tie_breaker-1.raw	688ad2053f33e4ccbcf161ec8fb964f5c63a907b356c6302bf1bec4ed76b7491	tapes/after/kimi_tie_breaker-1.raw	4c61a54c23193c1380b84cdbee1fbb55fd2d424d0be9fd50309a8066a9bb6292	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/mercury-1.raw	3aff8d48702a5f59c6f1e99edc6ba9a977c7e93a16f6bbaee1b3d4bc09e3eb08	tapes/after/mercury-1.raw	31b231eeb00dc9661a246393ab10c99831dbd0fadc364735f673707ce2266037	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/mercury-2.raw	0b0eec1d77ff41f57db6d9e77d9592c97e5218a8d60eceb58671494a2b904ae4	tapes/after/mercury-2.raw	93618d4a61715c28c42425b2cc5306362ba60234e2d4f6937d66bc3b7aa6ad7e	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/mercury-3.raw	9d471d0a9ac0cb6b0532ad4ce61fe285532a450723e050f11d1b21687f4cc247	tapes/after/mercury-3.raw	97f328ca597869ed226c75ff01cdb830da3db7a6ac25ad8c40d0f44d4a86d27a	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/mercury-4.raw	a16386459e7a4186cc985244fc4cf144b450d5cb34d3e8cdb2cd201b822db5d8	tapes/after/mercury-4.raw	294924872524509581023e3f5f834ab5ecc57aca003439d197fa4db6e9277d26	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/mercury-5.raw	4bcfca19ecaec8995586784f8f03937788f3dcf8e0d8705e3c573e65efe2bdee	tapes/after/mercury-5.raw	0cc6088b23b4db6b3a97cc188e1031d0c632a02d6c9c61a8dfa1b69e93291ea6	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/mercury-6.raw	d85d43cc6a15cda7cef73d7f67af3649937e4b58285f9bc5acaad198c8bf8d96	tapes/after/mercury-6.raw	5fbbdca49d847df40b1d46a80202c4b639d5a91dd9552cb55b8b2ebe6593da8b	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/mercury-7.raw	4741913f3e9f4ac2adb396b0bfa0f4342af9ab17e4bba24016d4e10b363a0497	tapes/after/mercury-7.raw	f96d5971153b9f1c4a45b9543449c0180113b0340443bdc5a72a6833fec3d8e6	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/mercury_recheck_1-1.raw	502d85c9c9d6e00f0e7e78e7d1474340f8c30091182d50ff4ee54808f139f914	tapes/after/mercury_recheck_1-1.raw	0b223ec137b755816764358cdc421e9c2b91b322659f8fefef35a94022b472ef	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/mercury_recheck_1-2.raw	f825aebd505d16262076bf099a15de2da3c5a6761be05afc01805990925d29c0	tapes/after/mercury_recheck_1-2.raw	fb5b67b79c9603fdcd62496b15d2296cd830f16a5bf77a7548dd5106f655f14c	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-50-06-011z-1645024-eeae71f1de9f/mercury_recheck_1-3.raw	7ce9dd4a396944416575b2623f12d333225cf8ead382e038ba555612a2a674cc	tapes/after/mercury_recheck_1-3.raw	4615d4ca18453178ca6eea6b51cb32582622028cc82fab6f6de28c77387eea61	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/fable_challenger-1.raw	253603bd5c8f0b3e0b099c49c7216f8dd49c224a353e7c0792fd107f04bfe071	tapes/self/fable_challenger-1.raw	9ea190101a2f7b6f896c6517e92b0fdf05145770b095fb31a67b16d441adb3f0	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	tapes/self/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	no
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/kimi_tie_breaker-1.raw	6da4603bf8e08bf766c239ea421375d9457b0a75f0e5655d7f81295bca59807f	tapes/self/kimi_tie_breaker-1.raw	96ebc013b9e421328235ccd505614544bd4736772eacbe85e9502e1d40a00f41	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury-1.raw	f80ccf963af5837774ca076399e3ee0888c1918289a5baca60970b7c3865385c	tapes/self/mercury-1.raw	d2d8c60e1ea0c1b9b94e777701371039f3194b5d5b5ad1fd5a5597b7d4b4cef7	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury-10.raw	83b65bcce66d71d688200e913f8db253aaa3bca768c5d5c571c9f7daa06dd977	tapes/self/mercury-10.raw	0fa0f87a0f74fd117e3c40cbd14b0210cc8419965d8e2266c06c1c79ed4bd5c0	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury-2.raw	8c43f339430fb130db5e926c10df9ad8d1d1341589da08ffa2e5bb438a5e24bd	tapes/self/mercury-2.raw	900a21e6b6f87701db26e6c48814b2411248f4a87a05023fc1567f687c0d517a	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury-3.raw	1ab93c23b1a50886db67bef68ea9f82512b77844cac01c0bb6deaec9f7a45e85	tapes/self/mercury-3.raw	688475fd7af69c5ccedfbbf727e02560f6f7c1747d75479c50ba553b551c8f1c	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury-4.raw	602797d03a96511a35940a706164f154e3d436992c275cc6c3fbaa83b17b7f2f	tapes/self/mercury-4.raw	a76b149affce7b1e9f4330eb974a7bfde4e3c5ce092f8f89a0a20b61b3fbe530	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury-5.raw	8ef4df378fc8bdab9a7169c420694c5977811b9fc06d292c38372c06bdae4713	tapes/self/mercury-5.raw	eb0a27551c83262e373f9667133d811286631329970f1cb2f1b5415f5f17eac3	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury-6.raw	ceb656fda9e3507063be20196c903d7258c8389fb31a5384ddd2a8bb1e92c0eb	tapes/self/mercury-6.raw	3c6e1176a6fdcbd9c69a0a2754a4f9f694434ef865b0790f7882b68a9ec5f431	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury-7.raw	2a8dc46b31b8f15c8eee87b26f75a903c2a8d1e1aba48b17370129c704409b99	tapes/self/mercury-7.raw	ba0f65df7e7e179fe370a8e3e6480de9c6328a9f26b710a34512421f85440d3e	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury-8.raw	9b80115156f59e3ee43d17bf107a84e4e0f914a7876e50dba615ae88e99cd362	tapes/self/mercury-8.raw	d5840c8d7fb5f9b614af3a9a21530da012917ce16e27be0b1134b7b909227830	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury-9.raw	06e8b69fed90eaf17250e22d9fe0f98800096d82346dfee282fb416d3b587abd	tapes/self/mercury-9.raw	9c3b5adedea769f87af8f56d6761db4ec8e75c2c0757db774336d1e1dfb17e8d	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury_recheck_1-1.raw	42e53041d7826a63de295872b823b493d371e3e52531af8b9017ab2ee53c510e	tapes/self/mercury_recheck_1-1.raw	1b2dcc0c386ca126aa4b74097d2b86c35a15497e9af1187b96acca7c46f3b938	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury_recheck_1-2.raw	bab0a2d88dede8c4d729b07be772138150596e2b03db90a3892a5bc44888c767	tapes/self/mercury_recheck_1-2.raw	22d398c0830a667e1f9f6c9fbd64d36d83ee2a49057ee0bc0905cb9374217fc7	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury_recheck_1-3.raw	010d9685ad7f889a8e834169501b1bd26b1cc7312d59167ff57a77a6223e710b	tapes/self/mercury_recheck_1-3.raw	8788a1c5b6d7a203d92087391f7c220bc68d9dc0d14d2634f857aaa415fa07a0	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury_recheck_1-4.raw	48a14882f68c12082ec8baa5d303cb5369060578adc86bfc87d62b905f0ba122	tapes/self/mercury_recheck_1-4.raw	4813a7a23e391c7fb1eaeca6e04350ac32026bfdaae53b5b332f6751b33e89a7	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury_recheck_1-5.raw	33dcf78d3ea6bebcac8accf1224fd8ae858aa30835a6263b998335cadcfa1f71	tapes/self/mercury_recheck_1-5.raw	6e3671e4ab4e951af080d9c6c33e6c1ebf35ecc9a6fb4d7ca14564279bb5d84c	yes
provider_raw	ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t01-54-11-817z-1645647-554046491137/mercury_recheck_1-6.raw	657bcde776266e148bd1c2acb8e01c7cf3041fbe459ddcab8d967cde49af37fa	tapes/self/mercury_recheck_1-6.raw	341c2966d92ce074e9719cdfcedd50cae2aedc651262e9bb0a04d766af58eba7	yes
dispatch_or_test_log	/tmp/mercury-doctrine-before-20260901.log	4df358faa5253049fedbd079a8680120b7e83902efbb22bd5fcc7cc04984bb5b	tapes/logs/before.log	637fd4f2d0c36953bfc54be6299947829149ecec85cac04e5ae5dbae6aa8c79a	yes
dispatch_or_test_log	/tmp/mercury-doctrine-after-20260901.log	c140f8bc8015dfe941ddde42d5f7bfa2e0b287eac1bd8ca275c40336d92d5d69	tapes/logs/after.log	6246c8ff7e421490b280cc704f5e52a692c4ef6b2ba39bb081ddb9bb0ed10ccd	yes
dispatch_or_test_log	/tmp/mercury-doctrine-self-review-20260901.log	5772524989ad8a0ee74729ee0b7c65afa00c81bae6272d02a452fd42b29d71e3	tapes/logs/self.log	5772524989ad8a0ee74729ee0b7c65afa00c81bae6272d02a452fd42b29d71e3	no
dispatch_or_test_log	/tmp/mercury-doctrine-focused-tests-20260901.log	7c417d53ffc61650bd89e3b25cf42d2fe2aad30e61ce05f814baec266f759993	tapes/logs/focused_tests.log	7c417d53ffc61650bd89e3b25cf42d2fe2aad30e61ce05f814baec266f759993	no
dispatch_or_test_log	/tmp/mercury-doctrine-index-scope-20260901.log	b9432c1d568143c8b8d71b58aa742947ddc1f128143057534387949ad3c50540	tapes/logs/index_scope.log	b9432c1d568143c8b8d71b58aa742947ddc1f128143057534387949ad3c50540	no
