source	original_sha256	original_bytes	committed_path	redacted_sha256	redacted_bytes
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury-2.raw	60e4e919138b626be123ce94670aa270aae3043570a7c6d2ff39797e54a4ef18	659	tapes/review/mercury-2.raw	88eb663b55ee6195d44e932c87e80d0b1a7d893e8f838a56c36e08e40b3d4f13	624
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury-3.raw	837b298e0df059344576438837fd871d6c1c99dc68818fd5ba95d16119cb744e	663	tapes/review/mercury-3.raw	1f1125e1c5f326e13da11301a280203d9bbc667de3e606a030d5836d8df89feb	628
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury-4.raw	aa3ac1da857af35f26099523881f7c163bf7d5b29bf8108a1637e06aa24ef82d	669	tapes/review/mercury-4.raw	658a9448d5ce8d96b55a4c4972ff44942daf6464aa6ca882fc97817a43c2a517	634
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury-5.raw	6e3edc07f4527d0e6de0f4b6eb12b5d450dddfb85cc7b4283b307e120b0314a1	644	tapes/review/mercury-5.raw	6bb2be3cb804deb7e282a0c1c484e7d5e4cc9f44bc91daebd3d88a30d2dbba52	609
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury-6.raw	244e93789f6ccf0d65c513d34343d71bafcda44b01f03acba12c8a90d308b31a	669	tapes/review/mercury-6.raw	67feb71fe18f2caa09a106b9cd7189ec5673eb40c45de602f679ac238eeb714a	634
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury-7.raw	19b8a7cb68208187a0aa0451ba7c35ec58f0940d82716f357ea038426699795e	663	tapes/review/mercury-7.raw	62beb830acffdf3dfb7aa74e89a94c7009513cd133cf9dc05123699b0c6ec1b2	628
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury-8.raw	714b181d93229c21997dd18fc46b695636b8552762561e839a7b157ec04c1a89	1683	tapes/review/mercury-8.raw	b91f101d5047de58b2f93067d9cbb44d548d51864025fd0a0996b4dcde452abe	1648
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury_recheck_1-1.raw	b42d7a374e05d04e36857ff29ceb1abbabe6e20f8cba4ef9ee598abefca5b87a	669	tapes/review/mercury_recheck_1-1.raw	af19f7505fb2a01647e6f44f2066237cbb4bcd62e378de0203712bb3888ac1ab	634
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury_recheck_1-2.raw	9d7cfec83d45efc8bceff1265382c2f85dc4a43a6e3eb3c1d395656c8eb8ece9	649	tapes/review/mercury_recheck_1-2.raw	4e11fbd57466144ccf144167ea0e9cd17b9fb6d30f045d7c6a313332c55cf6c6	614
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury_recheck_1-3.raw	b04443447b4849bc8c1528f645a48df026b355c71e49e0f96ef78c2b0c58a1aa	672	tapes/review/mercury_recheck_1-3.raw	c98773a1e0c983549a9ca910c5e9b6f503f11efa1fe19c53209754bf7a702465	637
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury_recheck_1-4.raw	c04ba7a19b35f95317330d4e12e731553e8746a116add41a9ad57fc3dd68d315	664	tapes/review/mercury_recheck_1-4.raw	7538c7ed8032211db88926d4f26eaa44842dd40f8f0909873eafbbd699963883	629
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury_recheck_1-5.raw	ed9fc0a1a291364dcbe0856899a1c93ed01f0ae447c09e133f2d8aef137c9108	663	tapes/review/mercury_recheck_1-5.raw	7ba94510fb93f256022219fabc16792c0c4f1020bd29316583c04ba5e0c728f4	628
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury_recheck_1-6.raw	ac41b89a4ba847cef1e5275b3a505c4a25bf0ec47dc51ec3da0db83da951cca5	676	tapes/review/mercury_recheck_1-6.raw	eef632ad2e2fa7a3401fbec0ae068550ba971d4d00308b4fec3727420637bc3c	641
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury_recheck_1-7.raw	d81b2a9944777d5044926201558594dede73293a9aa6ab79b9240a1d926924bd	669	tapes/review/mercury_recheck_1-7.raw	7e21b42f8cd79e45905b4217ff32d55eff47e8e361cc3cda4c830dcc20104df8	634
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t03-17-33-263z-1655610-542734aaee83/mercury_recheck_1-8.raw	5ba4d8f55c4e18823b44ca3adfbc6ac7e13749dc6953729d9ad43858ca7d423a	11885	tapes/review/mercury_recheck_1-8.raw	b661da4436e7cbcc72854c2a1aa29a6f596a7b892df03626581188782b24ed80	11850
/tmp/selectable-panel-correction-preflight-20260901.log	ad4982b413bfb858e5e87058313f70ea7289bf5be61b9c2379c6c70e875f370f	19042	tapes/logs/provider-preflight.log	ad4982b413bfb858e5e87058313f70ea7289bf5be61b9c2379c6c70e875f370f	19042
/tmp/selectable-panel-correction-review-20260901.log	cacdbdd6b5fad4666f8be587e6a7533558eff9c38fdf3c1cf5ca5072607436bb	85859	tapes/logs/corrective-review.log	2b15ea8698d5e8c9d0a8d323cf0eeae8b2b8f636b29ba0eb9c69d0ae4c275ed7	85767
/tmp/selectable-panel-correction-focused-tests-20260901.log	d433833d6873f4fda64020f6462a87c3267386688ddd4d577b72f22162427204	367	tapes/logs/focused-tests.log	d433833d6873f4fda64020f6462a87c3267386688ddd4d577b72f22162427204	367
ogz-meta/cognition-history/mercury-runs/2026-09-01.jsonl:3	d0cf9d5646bd7bb02b1a49a0039445b4e82d74f11e61362893c4d239d44eef02	478720	tapes/ledger/line-3.jsonl	d0cf9d5646bd7bb02b1a49a0039445b4e82d74f11e61362893c4d239d44eef02	478720
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/fable_challenger-1.raw	534dd84011f86cd247c5d852d907016e34f050c92884eaa080536afc5b9d8e6e	18459	tapes/final-review/fable_challenger-1.raw	3c2b7244e74c4d7b279da23eb7494fe9faefa43699f7c7fa06db23e03654f30e	16272
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157	tapes/final-review/fable_challenger-stderr-1.raw	e705bbf8982385da2b1a03725921d0a6c6730bbaadd22c8f9168522573d067e0	157
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/kimi_tie_breaker-1.raw	cfd2714523f3982302876cdfa7e9b6a26925958473368f1baa3363c4bf5d9620	5008	tapes/final-review/kimi_tie_breaker-1.raw	ed736c1716d5205aa4421ad1206e3d8217b95d359463630426a9f482b0a51fcc	4985
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury-1.raw	8529e6bf739ab61ef508ec7b6d26785bbbcecb5a9207444fec1123da3c579770	662	tapes/final-review/mercury-1.raw	b436f2a29aca05d88182364bfdc68aee04496b095a03014a7625a7279c98a478	627
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury-2.raw	f89df9cc70f8be9117356e94668a97b4d5143357ba776ffce99e7a9a58c3bab7	1893	tapes/final-review/mercury-2.raw	fa17d0ccd9400a9926f0040ecf006dca6f647e048fb84ab2be8c8c0763b95b2a	1858
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-1.raw	3a426f93e39beec05c32f3ee0e724f2976fe51c6d0918cb0f776d7838d9a67fb	629	tapes/final-review/mercury_recheck_1-1.raw	5f082a1b5bb0d01b061aa659bf138c9c0bbeeef67b7fccd53620c7eb1fbe0e66	594
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-10.raw	fa23ad70a6f1112142d5c0e1a012815d4865baed40f08ef8ba5f4df90cf02404	665	tapes/final-review/mercury_recheck_1-10.raw	cce6712cf2ee528cb65c67ba8c566bb4a2ae9f90273687257584acd16890be6c	630
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-11.raw	14155acc89dbddaf09ba041b8fead50680316a9a4cdc3d7661ad5c4f05ba9db6	664	tapes/final-review/mercury_recheck_1-11.raw	031b7335239660f642adc1eb5bd6d62064a776c48dfbd93361a5c7b2d8233ace	629
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-12.raw	7e4f99d94febaf4c7e8a01f86b11827df55bcd9c592a0f11b1cb32ae258b9c43	668	tapes/final-review/mercury_recheck_1-12.raw	1f61cd2a252fdfa151f67cbb00901d8a77836e782024c0a73f47ba147a761eec	633
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-13.raw	345de98029cab70bd8f85dbecd8092c06d99533c0a0336187306210db8f3037b	663	tapes/final-review/mercury_recheck_1-13.raw	02fefc8245359ec1125676840c05ea8775a181dbf273ca06950d086385ce3dbb	628
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-14.raw	3101149a452ee763a3f4c4d5c5fc1ba291653e048e1ab710145025355244a9f0	5450	tapes/final-review/mercury_recheck_1-14.raw	9cd2f4428d389131c0558f503636f349e91b602234f2fc9870c8901ca3b947d0	5415
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-2.raw	25d6b9e0b11fc379cfc751b6600963aaa82d4f6023a6445ead17e7a004f388dd	651	tapes/final-review/mercury_recheck_1-2.raw	cfb7e6c5420374f3dc1f0651de4c7bd1a7d3ba3aa06d3cc31f232d72f69cb5d4	616
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-3.raw	d819cdb3c498e9c9a7ab6147e08410bf2c016ef002946b9f3001458030eeb256	675	tapes/final-review/mercury_recheck_1-3.raw	c326fa47e30066c1850971fc36f7e3bea6c6494cd3446acd259f6ea8ab3d8a32	640
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-4.raw	4f3776d19be3c66fc1f9a56af178f99c1ed6cf0507340c59f3917a0994245d9b	660	tapes/final-review/mercury_recheck_1-4.raw	b6d73eb3b6f39a5f300448aba0bc144ae6365037e50a4425ea74b2476db1a2bb	625
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-5.raw	a659dedf7ad20ec938dd185588672a4f56fa6b68528bc4ea6bcd19786ccd5618	647	tapes/final-review/mercury_recheck_1-5.raw	524df35bf909a88bdf45c592551494c6de1c23d0561dff5564ca27bda9406f28	612
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-6.raw	4de0e1293c141dcf35126bed5a03c8265a105b51a2130fb0ecda3422728b3376	675	tapes/final-review/mercury_recheck_1-6.raw	9cd763e351a90e8dd573fd9093c1f7ac2d5fd2632627c285cb59bc60c3ab219c	640
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-7.raw	326bdbeadce408d0c15e1987f0d71c7eca2596afce2dbaed5cc312b23d86560e	673	tapes/final-review/mercury_recheck_1-7.raw	a3291d78ac0b67643faf840e70cc270b4ef61c38d109055a23888e31ba25bc8f	638
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-8.raw	a4ab9e4fa268bfebd0be89e592ee5e0fa160828daa41d737b62d69f451c35b68	671	tapes/final-review/mercury_recheck_1-8.raw	ed77f9cf048d2f4e15a3cf4ebcf82557e7877aed853f9595b752c2fb9898c782	636
ogz-meta/cognition-history/mercury-runs/raw/2026-09-01/2026-09-01t10-18-39-407z-1698647-4d9da2b11d84/mercury_recheck_1-9.raw	ab9e95368de41e6da8d1925b541edd3c36463e45529f712342ca73a363def781	651	tapes/final-review/mercury_recheck_1-9.raw	e91fe8990fd65ae183352468f9f4d6db3e8942b2c08e6e150ad86b7750edee34	616
/tmp/selectable-panel-correction-final-review-20260901.log	53c910b485b9429ac1a6bcfbcd47c5d18f14e8076f5c1a0fff4a90e4e20745f3	65006	tapes/logs/final-review.log	53c910b485b9429ac1a6bcfbcd47c5d18f14e8076f5c1a0fff4a90e4e20745f3	65006
